100.013681,0.142295
100.017654,0.109999
100.038309,0.045769
100.07995,0.605421
100.11508,0.148478
100.155655,0.796339
100.16,0.43
100.173266,0.146703
100.259812,0.790893
100.307764,0.493102
100.426547,0.65877
100.458805,0.490888
100.470371,0.601504
100.489369,0.749156
100.501166,0.415423
100.550318,0.063789
100.552901,0.144542
100.564475,0.48897
100.572073,0.556305
100.583934,0.465492
100.613184,0.428637
100.703365,0.594963
100.710455,0.754474
100.73994,0.371839
100.791806,0.668813
100.795897,0.197134
100.818835,0.500781
100.83184,0.305175
100.871218,0.57197
100.871696,0.590977
100.874799,0.337257
100.013681,0.942295
100.017654,0.909999
100.038309,0.845769
100.07995,-0.1945793
100.11508,0.948478
100.155655,-0.0036614
100.16,-0.37
100.173266,0.946703
100.259812,-0.0091068
100.307764,-0.306898
100.426547,-0.1412299
100.458805,-0.3091122
100.470371,-0.1984964
100.489369,-0.0508442
100.501166,-0.3845768
100.550318,0.863789
100.552901,0.944542
100.564475,-0.3110296
100.572073,-0.2436948
100.583934,-0.3345082
100.613184,-0.3713634
100.703365,-0.2050372
100.710455,-0.0455261
100.73994,1.171839
100.791806,-0.1311869
100.795897,0.997134
100.818835,-0.2992192
100.83184,1.105175
100.871218,-0.2280302
100.871696,-0.2090227
100.874799,1.137257
